title,console,genre,publisher,developer,critic_score,total_sales,na_sales,pal_sales,other_sales,release_date,year
Castlevania: Dawn of Sorrow,DS,Platform,Konami,Konami,8.9,0.43,0.34,0.03,0.03,2005-10-04,2005.0
Mischief Makers,N64,Platform,Nintendo,"Treasure Co., Ltd.",6.5,0.43,0.25,0.06,0.06,1997-10-01,1997.0
MLB 14 The Show,PS3,Sports,Sony Computer Entertainment America,SCE San Diego Studio,8.2,0.43,0.35,0.0,0.08,2014-04-01,2014.0
Crash: Mind Over Mutant,PSP,Platform,Activision,Virtuos,4.8,0.43,0.11,0.21,0.11,2008-10-21,2008.0
NHL Slapshot,Wii,Sports,EA Sports,EA Canada,7.6,0.42,0.39,0.0,0.03,2010-09-07,2010.0
Army Men: Sarge's Heroes 2,N64,Shooter,3DO,3DO,6.0,0.42,0.34,0.07,0.0,2000-09-26,2000.0
2010 FIFA World Cup South Africa,Wii,Sports,EA Sports,EA Canada,6.8,0.42,0.23,0.15,0.04,2010-04-27,2010.0
Medal of Honor: Rising Sun,GC,Shooter,Electronic Arts,EA Los Angeles,6.6,0.42,0.33,0.09,0.01,2003-11-11,2003.0
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,Capcom,Capcom,8.7,0.42,0.18,0.16,0.04,2007-10-23,2007.0
Harry Potter and the Goblet of Fire,GC,Adventure,Electronic Arts,Electronic Arts,6.7,0.42,0.32,0.08,0.01,2005-11-08,2005.0
James Bond 007: Everything or Nothing,GC,Shooter,Electronic Arts,EA Redwood Shores,7.4,0.42,0.32,0.08,0.01,2004-02-17,2004.0
Call of Duty: Black Ops II,WiiU,Shooter,Activision,Treyarch,8.6,0.42,0.2,0.18,0.04,2012-11-18,2012.0
Call of Duty: Advanced Warfare,PC,Shooter,Activision,Sledgehammer Games,8.6,0.42,0.17,0.22,0.03,2014-11-04,2014.0
Tony Hawk's American Wasteland,GC,Sports,Activision,Neversoft Entertainment,8.4,0.42,0.33,0.08,0.01,2005-10-18,2005.0
Blazing Angels: Squadrons of WWII,X360,Simulation,Ubisoft,Ubisoft Romania,6.4,0.42,0.36,0.02,0.03,2006-03-23,2006.0
NBA Live 06,PSP,Sports,EA Sports,EA Canada,8.1,0.42,0.39,0.0,0.03,2005-10-04,2005.0
LEGO Rock Band,PS3,Misc,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.4,0.42,0.24,0.12,0.06,2009-11-03,2009.0
Guitar Hero: Smash Hits,X360,Misc,Activision,Neversoft Entertainment,7.1,0.42,0.23,0.15,0.04,2009-06-16,2009.0
Castlevania: The Dracula X Chronicles,PSP,Platform,Konami,Konami,8.0,0.42,0.22,0.09,0.07,2007-10-23,2007.0
Mega Man Anniversary Collection,GC,Platform,Capcom,Atomic Planet Entertainment,7.5,0.42,0.32,0.08,0.01,2004-06-22,2004.0
Grandia,SAT,Role-Playing,ESP,Game Arts,8.7,0.42,0.0,0.0,0.0,1997-12-18,1997.0
Horsez,DS,Simulation,Ubisoft,MTO,4.0,0.42,0.38,0.01,0.03,2006-11-28,2006.0
Colony Wars,PS,Simulation,Psygnosis,Psygnosis,8.8,0.42,0.24,0.16,0.03,1997-11-04,1997.0
Vanquish,X360,Shooter,Sega,PlatinumGames,8.3,0.42,0.19,0.16,0.04,2010-10-19,2010.0
Castlevania: Curse of Darkness,PS2,Action,Konami,Konami,7.2,0.42,0.18,0.14,0.05,2005-11-01,2005.0
Command & Conquer 3: Tiberium Wars,X360,Strategy,Electronic Arts,EA Los Angeles,7.6,0.42,0.35,0.04,0.03,2007-05-08,2007.0
Pirates of the Caribbean: At World's End,PSP,Action,Disney Interactive Studios,Eurocom Entertainment Software,6.0,0.42,0.15,0.17,0.1,2007-05-22,2007.0
Juiced: Eliminator,PSP,Racing,THQ,Juice Games,6.6,0.42,0.11,0.2,0.12,2006-06-28,2006.0
Sonic Gems Collection,GC,Misc,Sega,Sonic Team,6.9,0.42,0.32,0.08,0.01,2005-08-16,2005.0
Dr. Mario 64,N64,Puzzle,Nintendo,Newcom,6.0,0.42,0.34,0.07,0.0,2001-04-08,2001.0
How to Train Your Dragon,Wii,Action,Activision,Etranges Libellules,6.6,0.42,0.23,0.15,0.04,2010-03-23,2010.0
Madden NFL Football,3DS,Sports,EA Sports,EA Tiburon,4.5,0.41,0.37,0.01,0.03,2011-03-22,2011.0
TimeShift,X360,Shooter,Sierra Entertainment,Saber Interactive,7.0,0.41,0.36,0.02,0.03,2007-10-30,2007.0
Battlefield 2: Modern Combat,X360,Shooter,Electronic Arts,Digtal Illusions,7.8,0.41,0.35,0.02,0.03,2006-04-11,2006.0
Armored Core,PS,Simulation,Sony Computer Entertainment,From Software,7.2,0.41,0.13,0.09,0.03,1997-10-31,1997.0
Zone of the Enders: The 2nd Runner,PS2,Simulation,Konami,Konami Computer Entertainment Japan,8.6,0.41,0.15,0.12,0.04,2003-03-10,2003.0
Top Spin 4,X360,Sports,2K Sports,2K Czech,8.2,0.41,0.15,0.22,0.04,2011-03-15,2011.0
NBA 2K9,PS2,Sports,2K Sports,Visual Concepts,7.0,0.41,0.34,0.01,0.06,2008-10-07,2008.0
NBA Jam,Wii,Sports,EA Sports,EA Canada,8.0,0.41,0.36,0.02,0.02,2010-10-05,2010.0
WWE All Stars,PS3,Fighting,THQ,THQ,7.6,0.41,0.16,0.18,0.07,2011-03-29,2011.0
Green Day: Rock Band,X360,Misc,MTV Games,Harmonix Music Systems,7.8,0.41,0.24,0.13,0.04,2010-06-08,2010.0
Dexter's Laboratory Deesaster Strikes,GBA,Adventure,BAM! Entertainment,Virtucraft,6.5,0.41,0.3,0.11,0.01,2001-09-26,2001.0
Mortal Kombat: Deadly Alliance,GC,Action,Midway Games,Midway,8.6,0.41,0.31,0.08,0.01,2002-11-17,2002.0
Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,8.0,0.41,0.26,0.03,0.02,2010-11-09,2010.0
Naughty Bear,X360,Action,505 Games,Artificial Mind and Movement,4.4,0.41,0.21,0.15,0.04,2010-06-29,2010.0
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,Racing,Nintendo,Nintendo EPD,7.0,0.41,0.16,0.15,0.03,2018-09-14,2018.0
NiGHTS: Journey of Dreams,Wii,Platform,Sega,Sonic Team,7.0,0.41,0.32,0.02,0.03,2007-12-18,2007.0
Sega Rally Championship 2,DC,Racing,Sega,Sega-AM3,8.5,0.41,0.0,0.0,0.0,1999-10-31,1999.0
BlazBlue: Continuum Shift,PS3,Fighting,Aksys Games,Arc System Works,8.7,0.41,0.21,0.08,0.04,2010-07-27,2010.0
Katamari Forever,PS3,Puzzle,Namco Bandai,Bandai Namco Games,7.3,0.41,0.26,0.05,0.04,2009-09-22,2009.0
"Ed, Edd n Eddy: The Mis-Edventures",PS2,Platform,Midway Games,A2M,4.8,0.41,0.34,0.01,0.06,2005-11-03,2005.0
Ogre Battle 64: Person of Lordly Caliber,N64,Role-Playing,Atlus,Quest Corporation,9.1,0.41,0.1,0.02,0.04,2000-10-07,2000.0
Green Day: Rock Band,PS3,Misc,MTV Games,Harmonix Music Systems,7.8,0.41,0.19,0.15,0.07,2010-06-08,2010.0
Command & Conquer: Red Alert,PS,Strategy,Westwood Studios,Westwood Studios,7.8,0.41,0.23,0.16,0.03,1997-10-31,1997.0
300: March to Glory,PSP,Action,Warner Bros. Interactive,Collision Studios,4.9,0.41,0.27,0.08,0.07,2007-02-27,2007.0
SpongeBob SquigglePants,Wii,Misc,THQ,WayForward Technologies,5.4,0.41,0.35,0.03,0.03,2011-04-12,2011.0
Band Hero,PS2,Misc,Activision,Vicarious Visions,6.0,0.41,0.15,0.06,0.2,2009-11-03,2009.0
Transformers: Revenge of the Fallen,PSP,Action,Activision,Savage Entertainment,3.8,0.41,0.17,0.15,0.08,2009-06-23,2009.0
Call of Duty: Modern Warfare: Mobilized,DS,Shooter,Activision,n-Space,7.6,0.41,0.36,0.02,0.03,2009-11-10,2009.0
Spore Hero,Wii,Simulation,Electronic Arts,Maxis,5.8,0.4,0.35,0.02,0.03,2009-10-06,2009.0
The Urbz: Sims in the City,GC,Simulation,Electronic Arts,Maxis,7.6,0.4,0.24,0.14,0.02,2004-11-09,2004.0
Harvest Moon: Save the Homeland,PS2,Simulation,Natsume,Victor Interactive Software,7.8,0.4,0.19,0.15,0.05,2001-11-22,2001.0
Bugs Bunny: Lost in Time,PS,Platform,Infogrames,Behaviour Interactive Inc.,7.0,0.4,0.22,0.15,0.03,1999-05-31,1999.0
Castlevania: Portrait of Ruin,DS,Platform,Konami,Konami,8.5,0.4,0.31,0.02,0.03,2006-12-05,2006.0
I-Ninja,PS2,Platform,Namco,Argonaut Games,7.2,0.4,0.19,0.15,0.05,2003-11-18,2003.0
Command & Conquer,PS,Strategy,Westwood Studios,Westwood Studios,8.4,0.4,0.22,0.15,0.03,1997-02-28,1997.0
Star Wars The Clone Wars: Republic Heroes,DS,Action,LucasArts,Krome Studios,5.9,0.4,0.22,0.14,0.04,2009-10-06,2009.0
No More Heroes 2: Desperate Struggle,Wii,Action,Ubisoft,Grasshopper Manufacture,8.5,0.4,0.2,0.11,0.03,2010-01-26,2010.0
Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,Vicarious Visions,6.9,0.4,0.36,0.01,0.03,2006-11-14,2006.0
James Cameron's Avatar: The Game,DS,Action,Ubisoft,Ubisoft Montreal,6.4,0.4,0.18,0.18,0.04,2009-12-01,2009.0
Sega Superstars Tennis,PS3,Sports,Sega,Sumo Digital,6.8,0.4,0.13,0.2,0.07,2008-03-18,2008.0
Harry Potter: Quidditch World Cup,GC,Sports,Electronic Arts,Electronic Arts,7.2,0.4,0.31,0.08,0.01,2003-10-28,2003.0
TNA iMPACT!,PS3,Fighting,Midway Games,Midway Studios Los Angeles,6.3,0.4,0.22,0.12,0.06,2008-09-09,2008.0
Rocket League,NS,Sports,505 Games,Psyonix Studios,9.2,0.4,0.21,0.16,0.03,2018-01-16,2018.0
Beowulf: The Game,X360,Action,Ubisoft,Ubisoft,4.9,0.4,0.36,0.01,0.03,2007-11-13,2007.0
18 Wheeler: American Pro Trucker,PS2,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,6.0,0.4,0.2,0.15,0.05,2001-11-14,2001.0
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,Action,Konami,Konami,7.5,0.4,0.27,0.01,0.03,2009-05-19,2009.0
Power Rangers: Dino Thunder,GC,Action,THQ,Pacific Coast Power & Light,5.3,0.4,0.31,0.08,0.01,2004-09-14,2004.0
Fighting Vipers,SAT,Fighting,Sega,Sega-AM2,8.0,0.4,0.0,0.0,0.0,1996-11-30,1996.0
Spider-Man: Web of Shadows,X360,Action,Activision,Shaba Games / Treyarch,6.6,0.4,0.36,0.02,0.03,2008-10-21,2008.0
Star Wars: Clone Wars,GC,Shooter,LucasArts,Pandemic Studios,7.3,0.4,0.31,0.08,0.01,2002-10-28,2002.0
You Don't Know Jack,PS,Misc,Sierra Entertainment,"Starsphere Interactive, Inc.",8.5,0.4,0.22,0.15,0.03,1999-09-20,1999.0
WWE SmackDown! vs. RAW 2006,PSP,Fighting,THQ,Yuke's,8.1,0.4,0.36,0.01,0.03,2005-12-13,2005.0
Overlord,X360,Adventure,Codemasters,Triumph Studios,7.7,0.4,0.34,0.03,0.03,2007-06-26,2007.0
The Gunstringer,X360,Shooter,Microsoft Studios,Twisted Pixel Games,7.6,0.4,0.26,0.1,0.04,2011-09-13,2011.0
Call of Duty: Finest Hour,GC,Shooter,Activision,EXAKT Entertainment,7.7,0.4,0.31,0.08,0.01,2004-11-16,2004.0
Dungeon Siege III,PS3,Role-Playing,Square Enix,Obsidian Entertainment,7.3,0.39,0.17,0.13,0.06,2011-06-21,2011.0
Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,6.8,0.39,0.23,0.13,0.04,2010-06-01,2010.0
LocoRoco,PSP,Platform,Sony Computer Entertainment,SCE Japan Studio,8.1,0.39,0.14,0.05,0.03,2006-09-05,2006.0
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,Crystal Dynamics,7.9,0.39,0.12,0.22,0.05,2007-10-23,2007.0
Bloody Roar,PS,Fighting,Sony Computer Entertainment,Eighting / Raizing,8.6,0.39,0.22,0.15,0.03,1998-02-01,1998.0
Mass Effect 2,PC,Role-Playing,Electronic Arts,BioWare Corp.,9.6,0.39,0.01,0.32,0.05,2010-01-26,2010.0
Super Monkey Ball: Step & Roll,Wii,Action,Sega,Sega,6.0,0.39,0.15,0.19,0.04,2010-02-09,2010.0
Donkey Konga 2,GC,Misc,Nintendo,Namco,6.5,0.39,0.3,0.08,0.01,2005-05-09,2005.0
Harry Potter: Quidditch World Cup,GBA,Sports,Electronic Arts,Magic Pockets,4.9,0.39,0.28,0.1,0.01,2003-10-28,2003.0
EA Sports Active 2,X360,Sports,Electronic Arts,EA Vancouver,6.3,0.39,0.18,0.16,0.04,2010-11-16,2010.0
FIFA Soccer 12,3DS,Sports,EA Sports,EA Canada,7.0,0.39,0.08,0.27,0.04,2011-09-27,2011.0
LEGO Star Wars III: The Clone Wars,PSP,Action,LucasArts,Traveller's Tales,6.3,0.39,0.14,0.16,0.08,2011-03-22,2011.0
Farming Simulator 2013,X360,Simulation,Focus Home Interactive,Giants Software,3.0,0.39,0.22,0.13,0.03,2013-11-19,2013.0
Just Dance 2014,PS3,Music,Ubisoft,Ubisoft Paris,7.8,0.39,0.17,0.15,0.07,2013-10-08,2013.0
Red Faction: Armageddon,X360,Shooter,THQ,Volition Inc.,7.1,0.39,0.18,0.16,0.04,2011-06-07,2011.0
Condemned 2: Bloodshot,PS3,Shooter,Sega,Monolith Productions,8.4,0.39,0.17,0.16,0.06,2008-03-11,2008.0
The House of The Dead III,XB,Shooter,Sega,Wow Entertainment,6.8,0.39,0.29,0.08,0.01,2002-10-24,2002.0
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,Adventure,Square Enix,Square Enix,6.7,0.39,0.21,0.08,0.03,2009-12-26,2009.0
NBA Live 09,PSP,Sports,Electronic Arts,EA Canada,6.1,0.39,0.23,0.07,0.06,2008-10-07,2008.0
Chibi-Robo! Plug into Adventure!,GC,Adventure,Nintendo,skip Ltd.,7.4,0.39,0.23,0.06,0.01,2006-02-06,2006.0
Metal Gear Solid: Snake Eater 3D,3DS,Action-Adventure,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,0.39,0.15,0.12,0.02,2012-02-21,2012.0
Combat of Giants: Dinosaurs 3D,3DS,Strategy,Ubisoft,Ubisoft,4.3,0.39,0.25,0.07,0.03,2011-03-22,2011.0
Advance Wars: Dual Strike,DS,Strategy,Nintendo,Intelligent Systems,9.0,0.39,0.3,0.03,0.03,2005-08-22,2005.0
Robert Ludlum's The Bourne Conspiracy,PS3,Action,Sierra Entertainment,High Moon Studios,7.6,0.39,0.18,0.14,0.06,2008-06-03,2008.0
Hitman: Blood Money,X360,Action,Eidos Interactive,IO Interactive,8.1,0.39,0.29,0.06,0.03,2006-05-30,2006.0
Ice Age 2: The Meltdown,PS2,Platform,Vivendi Games,Eurocom Entertainment Software,7.4,0.39,0.19,0.15,0.05,2006-03-14,2006.0
Silent Hill: Homecoming,PS3,Action,Konami,Double Helix Games,7.4,0.39,0.18,0.15,0.06,2008-09-30,2008.0
Scribblenauts: Unlimited,WiiU,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,7.0,0.38,0.25,0.1,0.04,2012-11-18,2012.0
SSX 3,GC,Sports,EA Sports BIG,EA Canada,9.5,0.38,0.29,0.08,0.01,2003-10-20,2003.0
Turok: Evolution,GC,Shooter,Acclaim Entertainment,Acclaim Studios Austin,7.4,0.38,0.3,0.08,0.01,2002-08-31,2002.0
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,Misc,Unknown,Capcom,8.1,0.38,0.0,0.0,0.0,2014-01-01,2014.0
NCAA Football 11,PS2,Sports,EA Sports,EA Tiburon,6.4,0.38,0.19,0.15,0.05,2010-07-13,2010.0
Hatsune Miku: Project Mirai DX,3DS,Misc,Sega,Sega,7.5,0.38,0.2,0.04,0.03,2015-09-08,2015.0
Pro Evolution Soccer 2011 3D,3DS,Sports,Konami,Konami,7.5,0.38,0.11,0.13,0.02,2011-03-25,2011.0
Hunter: The Reckoning,XB,Action,Interplay,High Voltage Software,7.8,0.38,0.28,0.08,0.01,2002-05-21,2002.0
Marvel: Ultimate Alliance,PS3,Role-Playing,Activision,Raven Software,7.7,0.38,0.33,0.02,0.03,2006-11-17,2006.0
Saints Row: The Third,PC,Action,THQ,Volition Inc.,8.3,0.38,0.16,0.16,0.05,2011-11-15,2011.0
Sega Superstars Tennis,PS2,Sports,Sega,Sumo Digital,6.9,0.38,0.1,0.0,0.28,2008-03-18,2008.0
Final Fantasy Adventure,GB,Adventure,Square,Square,9.0,0.38,0.0,0.0,0.0,1991-11-01,1991.0
Virtua Tennis 2009,PS3,Sports,Sega,Sumo Digital,6.6,0.38,0.09,0.22,0.06,2009-06-09,2009.0
Pokémon Channel,GC,Adventure,Nintendo,Ambrella,5.2,0.38,0.24,0.06,0.01,2003-12-01,2003.0
Ghost Trick: Phantom Detective,DS,Adventure,Capcom,Capcom,8.2,0.38,0.17,0.08,0.02,2011-01-11,2011.0
NBA 2K7,PS3,Sports,2K Sports,Visual Concepts,8.1,0.38,0.3,0.04,0.03,2006-11-13,2006.0
Tiger Woods PGA Tour 08,PSP,Sports,Electronic Arts,EA Tiburon,7.5,0.38,0.14,0.15,0.09,2007-08-28,2007.0
Need for Speed: Nitro,DS,Racing,Electronic Arts,EA Montreal,7.2,0.38,0.21,0.13,0.04,2009-11-02,2009.0
Raving Rabbids: Travel in Time 3D,3DS,Platform,Ubisoft,Ubisoft Paris,5.8,0.38,0.11,0.24,0.04,2011-04-10,2011.0
Ice Age: Dawn of the Dinosaurs,DS,Platform,Activision,Artificial Mind and Movement,5.0,0.38,0.2,0.15,0.04,2009-06-30,2009.0
Metal Gear Solid HD Collection,X360,Action,Konami,Bluepoint Games,9.2,0.38,0.25,0.1,0.03,2011-11-08,2011.0
Wii Sports Club,WiiU,Sports,Nintendo,Nintendo,6.7,0.38,0.17,0.14,0.03,2014-07-25,2014.0
Grandia Xtreme,PS2,Role-Playing,Enix,Game Arts,6.7,0.38,0.07,0.05,0.02,2002-09-30,2002.0
Ice Age,GBA,Action,Ubisoft,A2M,4.2,0.38,0.27,0.1,0.01,2002-03-18,2002.0
Marvel Nemesis: Rise of the Imperfects,GC,Fighting,Electronic Arts,Nihilistic Software,6.0,0.38,0.3,0.08,0.01,2005-09-20,2005.0
Viking: Battle for Asgard,PS3,Action,Sega,The Creative Assembly,6.6,0.38,0.14,0.18,0.07,2008-03-25,2008.0
DiRT 2,Wii,Racing,Codemasters,Codemasters,4.6,0.37,0.1,0.23,0.04,2009-09-08,2009.0
Dawn of Discovery,PC,Simulation,Ubisoft,Related Designs,8.4,0.37,0.0,0.32,0.05,2009-06-25,2009.0
EA Sports MMA,PS3,Fighting,EA Sports,EA Tiburon,7.6,0.37,0.16,0.14,0.06,2010-10-19,2010.0
Virtua Fighter 3tb,DC,Fighting,Sega,Sega,8.1,0.37,0.0,0.0,0.0,1999-10-18,1999.0
Overlord: Dark Legend,Wii,Adventure,Codemasters,Climax Group,7.0,0.37,0.11,0.22,0.04,2009-06-23,2009.0
Burnout Paradise Remastered,PS4,Racing,Electronic Arts,Stellar Entertainment,8.0,0.37,0.08,0.22,0.06,2018-03-16,2018.0
Need for Speed: Hot Pursuit,PC,Racing,Electronic Arts,Criterion Games,8.9,0.37,0.12,0.2,0.05,2010-11-16,2010.0
Batman: Arkham City Armored Edition,WiiU,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,8.6,0.37,0.16,0.18,0.03,2012-11-18,2012.0
Minecraft,3DS,Misc,Nintendo,Other Ocean Interactive,6.7,0.37,0.33,0.0,0.04,2017-11-10,2017.0
Guitar Hero On Tour: Modern Hits,DS,Misc,Activision,Activision,7.3,0.37,0.13,0.2,0.04,2009-06-09,2009.0
NFL Street 2 Unleashed,PSP,Sports,Electronic Arts,EA Tiburon,7.4,0.37,0.34,0.0,0.03,2005-03-21,2005.0
NBA 2K10,Wii,Sports,2K Sports,Visual Concepts,5.1,0.37,0.34,0.0,0.03,2009-11-09,2009.0
NCAA Football 07,PSP,Sports,Electronic Arts,EA Sports,7.6,0.37,0.34,0.0,0.03,2006-07-18,2006.0
Virtua Tennis 2009,Wii,Sports,Sega,Sumo Digital,7.3,0.37,0.12,0.21,0.04,2009-06-09,2009.0
Major League Baseball 2K6,X360,Sports,2K Sports,Kush Games,6.3,0.37,0.34,0.0,0.03,2006-04-10,2006.0
Spider-Man: Friend or Foe,PS2,Action,Activision,Next Level Games,5.4,0.37,0.31,0.01,0.05,2007-10-02,2007.0
Pac-Man World 2,GC,Platform,Namco,Namco,7.5,0.37,0.28,0.07,0.01,2002-03-19,2002.0
The Legend of Spyro: A New Beginning,DS,Platform,Sierra Entertainment,Amaze Entertainment,7.1,0.37,0.33,0.01,0.03,2006-10-17,2006.0
Sonic Lost World,WiiU,Platform,Sega,Sonic Team,6.0,0.37,0.2,0.13,0.03,2013-10-29,2013.0
Castlevania: Order of Ecclesia,DS,Platform,Konami,Konami,8.2,0.37,0.27,0.03,0.03,2008-10-21,2008.0
"Monsters, Inc. Scream Arena",GC,Platform,THQ,Radical Entertainment,3.8,0.37,0.29,0.07,0.01,2002-09-14,2002.0
Harry Potter and the Order of the Phoenix,PSP,Adventure,Electronic Arts,EA UK,4.8,0.37,0.1,0.17,0.1,2007-06-25,2007.0
"999: Nine Hours, Nine Persons, Nine Doors",DS,Adventure,Aksys Games,Spike,7.9,0.37,0.31,0.0,0.02,2010-11-16,2010.0
Shin Megami Tensei IV: Apocalypse,3DS,Role-Playing,Atlus,Atlus,8.1,0.37,0.15,0.05,0.02,2016-09-20,2016.0
Dungeon Siege III,X360,Role-Playing,Square Enix,Obsidian Entertainment,7.2,0.37,0.21,0.12,0.03,2011-06-21,2011.0
Rune Factory: Frontier,Wii,Role-Playing,Xseed Games,Neverland Company,7.9,0.37,0.16,0.13,0.03,2009-03-17,2009.0
Tomb Raider: Legend,X360,Action,Eidos Interactive,Crystal Dynamics,8.1,0.37,0.27,0.07,0.03,2006-04-11,2006.0
Mini Ninjas,Wii,Action,Eidos Interactive,IO Interactive,7.6,0.37,0.16,0.17,0.04,2009-09-08,2009.0
Fragile Dreams: Farewell Ruins of the Moon,Wii,Role-Playing,Xseed Games,Tri-Crescendo,6.7,0.37,0.16,0.12,0.03,2010-03-16,2010.0
Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,Vicarious Visions,8.5,0.37,0.33,0.0,0.03,2006-10-24,2006.0
The Golden Compass,PSP,Adventure,Sega,Shiny Entertainment,2.8,0.37,0.11,0.16,0.1,2007-12-04,2007.0
Quake 4,X360,Shooter,Activision,id Software / Raven Software,7.3,0.37,0.32,0.02,0.03,2005-11-18,2005.0
Rage,PC,Shooter,Bethesda Softworks,id Software,7.8,0.37,0.14,0.18,0.05,2011-10-04,2011.0
The House of the Dead: Overkill - Extended Cut,PS3,Shooter,Sega,Headstrong Games,7.2,0.37,0.15,0.16,0.05,2011-10-25,2011.0
Wanted: Weapons of Fate,X360,Shooter,Warner Bros. Interactive,GRIN,6.2,0.37,0.17,0.15,0.04,2009-03-24,2009.0
BlazBlue: Calamity Trigger,X360,Fighting,Aksys Games,Arc System Works,8.5,0.36,0.21,0.08,0.03,2009-06-30,2009.0
Left 4 Dead 2,PC,Shooter,Valve,Certain Affinity / Valve Software,9.0,0.36,0.0,0.32,0.04,2009-11-17,2009.0
SOCOM: Tactical Strike,PSP,Shooter,Sony Computer Entertainment,Slant Six,7.1,0.36,0.32,0.01,0.03,2007-11-06,2007.0
ESPN: Sports Connection,WiiU,Sports,Ubisoft,Ubisoft Barcelona,3.0,0.36,0.2,0.13,0.03,2012-11-18,2012.0
Tekken Hybrid,PS3,Fighting,Namco,Namco Bandai Games,4.0,0.36,0.21,0.07,0.04,2011-11-22,2011.0
Breath of Fire II,SNES,Role-Playing,Capcom,Capcom,8.3,0.36,0.0,0.0,0.0,1995-12-01,1995.0
Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Entertainment,Cattle Call,7.3,0.36,0.18,0.14,0.05,2003-06-25,2003.0
LocoRoco 2,PSP,Platform,Sony Computer Entertainment,SCE Japan Studio,8.5,0.36,0.21,0.09,0.05,2009-02-10,2009.0
Tiger Woods PGA Tour 09,PSP,Sports,EA Sports,EA Tiburon,5.2,0.36,0.07,0.19,0.1,2008-08-26,2008.0
Formula 1 Championship Edition,PS,Racing,Sony Computer Entertainment,Bizarre Creations,8.5,0.36,0.06,0.04,0.02,1997-09-30,1997.0
Mega Man 11,NS,Platform,Capcom,Capcom,8.0,0.36,0.29,0.0,0.03,2018-10-02,2018.0
South Park Rally,PS,Racing,Acclaim Entertainment,Tantalus Interactive,3.9,0.36,0.2,0.13,0.02,1999-11-30,1999.0
Harvest Moon: The Tale of Two Towns,3DS,Simulation,Natsume,Marvelous Interactive,6.3,0.36,0.28,0.0,0.02,2011-11-01,2011.0
Trauma Center: Under the Knife,DS,Simulation,Atlus,Atlus Co.,8.0,0.36,0.3,0.01,0.03,2005-10-04,2005.0
Hamtaro: Ham-Ham Heartbreak,GBA,Action,Nintendo,Nintendo,8.0,0.36,0.26,0.1,0.01,2003-04-08,2003.0
SAW,PS3,Action,Konami,Zombie Studios,6.0,0.36,0.13,0.17,0.06,2009-10-06,2009.0
The Incredibles: Rise of the Underminer,PS2,Action,THQ,Heavy Iron Studios,6.1,0.36,0.18,0.14,0.05,2005-11-01,2005.0
G-Force,PSP,Action,Disney Interactive Studios,Keen Games,7.0,0.36,0.24,0.07,0.05,2009-07-21,2009.0
The Wonderful 101,WiiU,Action,Nintendo,PlatinumGames,8.0,0.36,0.15,0.11,0.02,2013-09-15,2013.0
Nintendo Labo: Toy-Con 02 Robot Kit,NS,Action,Nintendo,Nintendo EPD,7.0,0.36,0.18,0.08,0.03,2018-04-20,2018.0
Spider-Man: Shattered Dimensions,X360,Action,Activision,Beenox Studios,8.2,0.36,0.24,0.09,0.03,2010-09-07,2010.0
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,Disney Interactive Studios,Traveller's Tales,6.8,0.36,0.12,0.15,0.08,2011-05-10,2011.0
Assassin's Creed III,WiiU,Action-Adventure,Ubisoft,Ubisoft Montreal,7.7,0.36,0.19,0.14,0.03,2012-11-18,2012.0
NARC,PS2,Shooter,Midway Games,Point of View,5.5,0.36,0.18,0.14,0.05,2005-03-22,2005.0
GoldenEye: Rogue Agent,GC,Shooter,Electronic Arts,Dreamworks Games,5.9,0.36,0.28,0.07,0.01,2004-11-22,2004.0
Call of Duty: Ghosts,WiiU,Shooter,Activision,Infinity Ward,8.8,0.35,0.22,0.09,0.03,2013-11-05,2013.0
EA Sports MMA,X360,Fighting,EA Sports,EA Tiburon,7.7,0.35,0.23,0.09,0.03,2010-10-19,2010.0
Teenage Mutant Ninja Turtles: Smash-Up,Wii,Fighting,Ubisoft,Game Arts,7.2,0.35,0.33,0.0,0.03,2009-09-22,2009.0
Dead or Alive 5 Last Round,PS4,Fighting,Tecmo Koei,Team Ninja,7.1,0.35,0.09,0.13,0.04,2015-02-17,2015.0
Dragon Ball Z: Extreme Butoden,3DS,Fighting,Namco Bandai Games,Arc System Works,5.0,0.35,0.13,0.03,0.02,2015-10-20,2015.0
Blasto,PS,Action,Sony Computer Entertainment,Unknown,4.6,0.35,0.2,0.13,0.02,1998-04-01,1998.0
